date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:05:22	774/774	---M--	200	added ('OK')	image/gif	etag:%224abf43e0-306-3a4b7da259b00%22	http://tldp.org/images/flags/t_es.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/images/flags/t_es.8.delayed	(from http://tldp.org/)
04:05:23	15579/15579	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Sep%202016%2012:37:24%20GMT	http://es.tldp.org/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/es.tldp.org/index.html	(from http://tldp.org/)
04:05:23	318/318	---M--	200	added ('OK')	image/gif	etag:%224abf43e1-13e-3a4b7da259b00%22	http://tldp.org/images/flags/t_fr.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/images/flags/t_fr.9.delayed	(from http://tldp.org/)
04:05:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2021:05:23%20GMT	http://traduc.org/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/traduc.org/index.html	(from http://tldp.org/)
04:05:24	318/318	---M--	200	added ('OK')	image/gif	etag:%224abf43e2-13e-3a4b7da259b00%22	http://tldp.org/images/flags/t_it.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/images/flags/t_it.a.delayed	(from http://tldp.org/)
04:05:24	310/310	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Oct%202018%2021:05:24%20GMT	http://it.tldp.org/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/it.tldp.org/index.html	(from http://tldp.org/)
04:05:25	15028/15028	---M--	200	added ('OK')	text/html	etag:%224ada3cc9-3ab4-3ddeb54451ac0%22	http://tldp.org/FAQ/LDP-FAQ/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/LDP-FAQ/index.html	(from http://tldp.org/)
04:05:25	15430/15430	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:45%20GMT	http://wiki.tldp.org/LDP%20Manifesto	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/LDP%20Manifesto.html	(from http://tldp.org/)
04:05:26	16598/16598	---M--	200	added ('OK')	text/html	etag:%224a7044d4-40d6-4fd54e481d840%22	http://tldp.org/history.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/history.html	(from http://tldp.org/)
04:05:27	4118/4118	---M--	200	added ('OK')	text/html	etag:%224a31e666-1016-3f7c80a45d300%22	http://tldp.org/jobdesc/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/jobdesc/index.html	(from http://tldp.org/)
04:05:28	9825/9825	---M--	200	added ('OK')	text/html	etag:%224a7044da-2661-4fd54ddc2e28e%22	http://tldp.org/mailinfo.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/mailinfo.html	(from http://tldp.org/)
04:05:29	2221/2221	---M--	200	added ('OK')	text/html	etag:%224a7044d7-8ad-3b92a33dcb800%22	http://tldp.org/irc.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/irc.html	(from http://tldp.org/)
04:05:29	75/75	---M--	200	added ('OK')	text/html	etag:%224b3f5fff-4b-3d0490f89a180%22	http://tldp.org/LDP/LDP-Author-Guide/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/LDP-Author-Guide/index.html	(from http://tldp.org/)
04:05:30	16233/16233	---M--	200	added ('OK')	text/html	etag:%224b29840a-3f69-495a52fb34e0e%22	http://tldp.org/authors/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/authors/index-2.html	(from http://tldp.org/)
04:05:30	6338/6338	---M--	200	added ('OK')	text/html	etag:%224b6e7bec-18c2-499fb346d2dc0%22	http://tldp.org/LDP/LDP-Author-Guide/html/process.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/LDP-Author-Guide/html/process.html	(from http://tldp.org/)
04:05:31	16233/16233	---M--	200	added ('OK')	text/html	etag:%224b29840a-3f69-495a52fb34e0e%22	http://tldp.org/authors/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/authors/index.html	(from http://tldp.org/)
04:05:31	19847/19847	---MC-	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:46%20GMT	http://wiki.tldp.org/LdpStaff	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/LdpStaff.html	(from http://tldp.org/)
04:05:33	51571/51571	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:05:32%20GMT	https://github.com/tLDP/LDP	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/github.com/tLDP/LDP.html	(from http://tldp.org/)
04:05:34	1422/1422	---M--	200	added ('OK')	image/gif	etag:%2258e-3c558e8672640%22	http://www.ibiblio.org/hosted/images/sm_hosted.gif	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/www.ibiblio.org/hosted/images/sm_hosted.gif	(from http://tldp.org/)
04:05:34	5217/5217	---M--	200	added ('OK')	text/html	etag:%224b6ddb6d-1461-3ee73a7fa9940%22	http://tldp.org/downloads/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/downloads/index.html	(from http://tldp.org/)
04:05:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html		http://ibiblio.org/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/index.html	(from http://tldp.org/)
04:05:35	14676/14676	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:55%20GMT	http://wiki.tldp.org/MembersPage	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/MembersPage.html	(from http://tldp.org/)
04:05:35	17693/17693	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:55%20GMT	http://wiki.tldp.org/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/index.html	(from http://tldp.org/)
04:05:36	14281/14281	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:55%20GMT	http://wiki.tldp.org/AuthorsPage	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/AuthorsPage.html	(from http://tldp.org/)
04:05:36	14232/14232	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:56%20GMT	http://wiki.tldp.org/VisitorsPage	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/VisitorsPage.html	(from http://tldp.org/)
04:05:37	19328/19328	---M--	200	added ('OK')	text/html	etag:%224b32f1ce-4b80-4d0fd8e77e8e7%22	http://tldp.org/docs.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/docs.html	(from http://tldp.org/)
04:05:37	3469/3469	---M--	200	added ('OK')	text/html	etag:%224b32f1cf-d8d-511790a1fe91d%22	http://tldp.org/sorted_howtos.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/sorted_howtos.html	(from http://tldp.org/)
04:05:40	8790/8790	---M--	200	added ('OK')	text/html	etag:%224b6dd51d-2256-4e70cb3f206d9%22	http://tldp.org/HOWTO/HOWTO-INDEX/categories.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/categories.html	(from http://tldp.org/)
04:05:41	7521/7521	---M--	200	added ('OK')	text/html	etag:%224b3f3b89-1d61-3f6d643ea6140%22	http://tldp.org/FAQ/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/index.html	(from http://tldp.org/)
04:05:41	285/285	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Oct%202018%2021:05:41%20GMT	http://www.google.com/coop/cse/brand?form=searchbox_017644269519104757279%3Agm62gtzaoky	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/www.google.com/coop/cse/brand.1d5aba.delayed	(from http://tldp.org/)
04:05:41	152065/152065	---M--	200	added ('OK')	text/html	etag:%224b6dd520-25201-4e70cb3f229f8%22	http://tldp.org/HOWTO/HOWTO-INDEX/howtos.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/HOWTO-INDEX/howtos.html	(from http://tldp.org/)
04:05:43	2693/2693	---MC-	200	added ('OK')	text/javascript	date:Tue,%2023%20Oct%202018%2021:05:42%20GMT	https://cse.google.com/coop/cse/brand?form=searchbox_017644269519104757279%3Agm62gtzaoky	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/cse.google.com/coop/cse/f5aba.txt	(from http://tldp.org/)
04:05:43	1654/1654	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:03:03%20GMT	http://wiki.tldp.org/robots.txt		(from http://tldp.org/)
04:05:43	15589/15589	---M--	200	added ('OK')	text/html	etag:%224a9148bf-3ce5-3fe86291d70c0%22	http://tldp.org/links/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/index.html	(from http://tldp.org/)
04:05:44	17561/17561	---M-Z	200	added ('OK')	text/html	etag:%224499-37bcbf4563580-gzip%22	http://ibiblio.org/osrt/omf/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/ibiblio.org/osrt/omf/index.html	(from http://tldp.org/)
04:06:00	67700/67700	---MC-	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:02:36%20GMT	http://wiki.tldp.org/Mirrors	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/Mirrors.html	(from http://tldp.org/)
04:06:02	11346/11346	---M--	200	added ('OK')	text/html	etag:%224a914a97-2c52-578dd78adb48f%22	http://tldp.org/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/index-2.html	(from http://tldp.org/links/nenglish.html)
04:06:03	15589/15589	---M--	200	added ('OK')	text/html	etag:%224a9148bf-3ce5-3fe86291d70c0%22	http://tldp.org/links/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/index-2.html	(from http://tldp.org/links/nenglish.html)
04:06:04	44500/44500	---M--	200	added ('OK')	text/html	etag:%224a9148bb-add4-4c496ebe6e8f2%22	http://tldp.org/links/apps.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/apps.html	(from http://tldp.org/links/nenglish.html)
04:06:05	16044/16044	---M--	200	added ('OK')	text/html	etag:%224a9148be-3eac-3c55d6b3e3000%22	http://tldp.org/links/hw.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/hw.html	(from http://tldp.org/links/nenglish.html)
04:06:06	8861/8861	---M--	200	added ('OK')	text/html	etag:%224a9148c2-229d-3c553e325e180%22	http://tldp.org/links/mm.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/mm.html	(from http://tldp.org/links/nenglish.html)
04:06:06	55774/55774	---M--	200	added ('OK')	application/javascript	etag:%22761681449%22	http://wiki.tldp.org/moin_static184/js/jquery.js	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/wiki.tldp.org/moin_static184/js/jquery.js	(from http://wiki.tldp.org/Mirrors)
04:06:07	17813/17813	---M--	200	added ('OK')	text/html	etag:%224a9148c0-4595-3f063343d67c0%22	http://tldp.org/links/links.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/links.html	(from http://tldp.org/links/nenglish.html)
04:06:08	27631/27631	---M--	200	added ('OK')	text/html	etag:%224a9148c1-6bef-4c496eadd6342%22	http://tldp.org/links/media.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/media.html	(from http://tldp.org/links/nenglish.html)
04:06:08	12341/12341	---M--	200	added ('OK')	text/html	etag:%224b335718-3035-4233fe9ccce0e%22	http://tldp.org/links/consult.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/consult.html	(from http://tldp.org/links/nenglish.html)
04:06:10	34888/34888	---M--	200	added ('OK')	text/html	etag:%224a9148bd-8848-4c496e95cd210%22	http://tldp.org/links/devel.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/devel.html	(from http://tldp.org/links/nenglish.html)
04:06:10	3478/3478	---M--	200	added ('OK')	text/html	etag:%224a9148ba-d96-4c496fd41f1c4%22	http://tldp.org/links/addlink.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/links/addlink.html	(from http://tldp.org/links/nenglish.html)
04:06:11	1593/1593	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:06:11%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/users-guide/translations/index.html	(from http://tldp.org/links/nenglish.html)
04:06:11	1823/1823	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:06:11%20GMT	http://tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/ldp-archived/network-guide/translations/index.html	(from http://tldp.org/links/nenglish.html)
04:08:10	6008/6008	---M--	200	added ('OK')	text/html	etag:%224a8d803f-1778-3ee879707d300%22	http://tldp.org/FAQ/Linux-FAQ/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/FAQ/Linux-FAQ/index.html	(from http://tldp.org/vlist.html)
04:08:11	73/73	---M--	200	added ('OK')	text/html	etag:%224a63e164-49-3af830229c380%22	http://tldp.org/search.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/search.html	(from http://tldp.org/vlist.html)
04:08:12	17922/17922	---M--	200	added ('OK')	text/html	etag:%224a7044cb-4602-3c91bb7acff40%22	http://tldp.org/contrib.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/contrib.html	(from http://tldp.org/vlist.html)
04:08:12	75/75	---M--	200	added ('OK')	text/html	etag:%224b3f5fff-4b-3d0490f89a180%22	http://tldp.org/LDP/LDP-Author-Guide/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/LDP-Author-Guide/index-2.html	(from http://tldp.org/vlist.html)
04:08:12	80/80	---M--	200	added ('OK')	text/html	etag:%224b3f5ffe-50-3d07b852cea00%22	http://tldp.org/LDP/LDP-Author-Guide/distribution.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/LDP-Author-Guide/distribution.html	(from http://tldp.org/vlist.html)
04:08:13	503/503	---M--	200	added ('OK')	text/html	etag:%224a8804dc-1f7-460d7c5f8bb04%22	http://tldp.org/mirrors.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/mirrors.html	(from http://tldp.org/vlist.html)
04:08:14	11988/11988	---M--	200	added ('OK')	text/html	etag:%224a0b05fb-2ed4-44eeaf493fec1%22	http://tldp.org/manifesto.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/manifesto.html	(from http://tldp.org/vlist.html)
04:08:14	6345/6345	---M--	200	added ('OK')	text/html	etag:%224a3d30d1-18c9-3ee873045ac00%22	http://tldp.org/HOWTO/LDP-Reviewer-HOWTO/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/HOWTO/LDP-Reviewer-HOWTO/index.html	(from http://tldp.org/vlist.html)
04:08:14	2369/2369	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:14%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/bn/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/bn/index.html	(from http://tldp.org/vlist.html)
04:08:14	74/74	---M--	200	added ('OK')	text/html	etag:%224a7044c9-4a-35b9047e8f680%22	http://tldp.org/LDP-Manifesto.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP-Manifesto.html	(from http://tldp.org/guides.html)
04:08:14	2300/2300	---M--	200	added ('OK')	text/html	etag:%224ac1c9c0-8fc-37d79908ff400%22	http://tldp.org/pub/Linux/docs/HOWTO/translations/hr/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/hr/index.html	(from http://tldp.org/vlist.html)
04:08:15	3011/3011	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:15%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/fr/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/fr/index.html	(from http://tldp.org/vlist.html)
04:08:15	3066/3066	---M--	200	added ('OK')	text/html	etag:%224a7044c8-bfa-39fffe107e5c0%22	http://tldp.org/LDP-COPYRIGHT.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP-COPYRIGHT.html	(from http://tldp.org/guides.html)
04:08:15	20785/20785	---MC-	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:14%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/zh/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/zh/index.html	(from http://tldp.org/vlist.html)
04:08:16	1575/1575	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:16%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/de/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/de/index.html	(from http://tldp.org/vlist.html)
04:08:16	1561/1561	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:16%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/galician/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/galician/index.html	(from http://tldp.org/vlist.html)
04:08:16	51721/51721	---M--	200	added ('OK')	text/html	etag:%224b4bea72-ca09-4f3fb046a80c0%22	http://tldp.org/LDP/abs/html/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/html/index.html	(from http://tldp.org/guides.html)
04:08:19	986/986	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:17%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/hebrew/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/hebrew/index.html	(from http://tldp.org/vlist.html)
04:08:29	38545/38545	---MC-	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:15%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/nl/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/nl/index.html	(from http://tldp.org/vlist.html)
04:08:29	12118/12118	---MC-	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:16%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/el/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/el/index.html	(from http://tldp.org/vlist.html)
04:08:33	2389773/2389773	---M--	200	added ('OK')	text/html	etag:%224a70e250-24770d-4f3fb062ba228%22	http://tldp.org/LDP/abs/html/abs-guide.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/html/abs-guide.html	(from http://tldp.org/guides.html)
04:08:34	13768/13768	---MC-	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:08:30%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/hu/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/hu/index.html	(from http://tldp.org/vlist.html)
04:09:59	521224/521224	---M--	200	added ('OK')	application/x-gzip	etag:%224a0afdf0-7f408-4f3fb0081a9cd%22	http://tldp.org/LDP/abs/abs-guide.txt.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/abs-guide.txt.gz	(from http://tldp.org/guides.html)
04:10:21	690036/690036	---M--	200	added ('OK')	application/x-gzip	etag:%224b463c72-a8774-4f3fb007da67c%22	http://tldp.org/LDP/abs/abs-guide.html.tar.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/abs-guide.html.tar.gz	(from http://tldp.org/guides.html)
04:10:53	334706/334706	---M--	200	added ('OK')	application/x-gzip	etag:%224bab52fb-51b72-4f3fb00774540%22	http://tldp.org/LDP/abs/abs-guide.sgml.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/abs-guide.sgml.gz	(from http://tldp.org/guides.html)
04:10:54	12516/12516	---M--	200	added ('OK')	text/html	etag:%224b3e7fcb-30e4-4b40f0ad1856d%22	http://tldp.org/LDP/Mobile-Guide/html/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Mobile-Guide/html/index.html	(from http://tldp.org/guides.html)
04:10:59	593544/593544	---M--	200	added ('OK')	text/html	etag:%224a3416e2-90e88-4b40f0ad35d9b%22	http://tldp.org/LDP/Mobile-Guide/html/Mobile-Guide.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Mobile-Guide/html/Mobile-Guide.html	(from http://tldp.org/guides.html)
04:12:20	712055/712055	---M--	200	added ('OK')	application/vnd.palm	etag:%224a176cd5-add77-4f3fb007ddd2c%22	http://tldp.org/LDP/abs/abs-guide.pdb	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/abs-guide.pdb	(from http://tldp.org/guides.html)
04:12:23	1403401/1403401	---M--	200	added ('OK')	application/x-gzip	etag:%224a176cd7-156a09-4f3fb007f3108%22	http://tldp.org/LDP/abs/abs-guide.ps.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/abs/abs-guide.ps.gz	(from http://tldp.org/guides.html)
04:13:15	838658/838658	---M--	200	added ('OK')	application/x-gzip	etag:%224b33aab4-ccc02-4b40f081017ad%22	http://tldp.org/LDP/Mobile-Guide/Mobile-Guide.html.tar.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Mobile-Guide/Mobile-Guide.html.tar.gz	(from http://tldp.org/guides.html)
04:14:33	457889/457889	---M--	200	added ('OK')	text/plain	etag:%224b33aab8-6fca1-4b40f081a27b6%22	http://tldp.org/LDP/Mobile-Guide/Mobile-Guide.txt	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Mobile-Guide/Mobile-Guide.txt	(from http://tldp.org/guides.html)
04:15:04	1000116/1000116	---M--	200	added ('OK')	application/x-gzip	etag:%224b33aab7-f42b4-4b40f0819fcba%22	http://tldp.org/LDP/Mobile-Guide/Mobile-Guide.ps.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Mobile-Guide/Mobile-Guide.ps.gz	(from http://tldp.org/guides.html)
04:15:04	3798/3798	---M--	200	added ('OK')	text/html	etag:%224a636425-ed6-46bdfc6adca80%22	http://tldp.org/LDP/Win+OpenSolaris+CentOS-Install/html/index.html	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Win+OpenSolaris+CentOS-Install/html/index.html	(from http://tldp.org/guides.html)
04:15:05	5326/5326	---M--	200	added ('OK')	text/html	date:Tue,%2023%20Oct%202018%2021:15:05%20GMT	http://tldp.org/pub/Linux/docs/HOWTO/translations/id/	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/pub/Linux/docs/HOWTO/translations/id/index.html	(from http://tldp.org/vlist.html)
04:15:12	41232/41232	---M--	200	added ('OK')	application/x-gzip	etag:%224b32c856-a110-46bfe1c546200%22	http://tldp.org/LDP/Win+OpenSolaris+CentOS-Install/Win+OpenSolaris+CentOS-Install.html.tar.gz	/home/debian/Documents/learning.praveengorla/The_Linux_Documentation_Project/tldp.org/LDP/Win+OpenSolaris+CentOS-Install/Win+OpenSolaris+CentOS-Install.html.tar.gz	(from http://tldp.org/guides.html)
